fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.0,0.35,0.26,1.6,0.044,14.0,122.0,0.99546,3.12,0.43,10.1,5.0
7.6,0.26,0.36,1.4,0.044,21.0,106.0,0.99388,3.29,0.4,10.3,6.0
7.0,0.29,0.41,14.0,0.045,49.0,192.0,0.9976,3.09,0.59,9.2,6.0
6.2,0.24,0.26,9.8,0.058,32.0,164.0,0.99555,3.38,0.54,9.2,6.0
6.3,0.29,0.34,9.7,0.069,52.0,196.0,0.9949,3.14,0.39,9.0,6.0
7.6,0.3,0.23,1.4,0.036,26.0,108.0,0.99382,3.15,0.39,10.2,6.0
7.6,0.29,0.29,2.7,0.056,54.0,166.0,0.9942,3.1,0.35,11.9,7.0
5.0,0.22,0.23,2.9,0.035,30.0,149.0,0.99261,3.36,0.55,11.9,7.0
7.6,0.27,0.34,1.3,0.03,14.0,132.0,0.992,3.11,0.42,9.3,7.0
6.1,0.2,0.49,1.6,0.036,22.0,61.0,0.99261,3.36,0.42,10.1,6.0
7.7,0.36,0.45,11.4,0.053,21.0,106.0,0.9963,3.07,0.4,10.9666666666667,6.0
6.9,0.39,0.24,2.9,0.042,30.0,149.0,0.99382,3.17,0.4,9.5,7.0
6.7,0.12,0.25,14.0,0.038,32.0,134.0,0.99164,3.25,0.5,9.5,5.0
7.9,0.3,0.49,9.5,0.049,37.0,151.0,0.9942,3.15,0.49,10.2,6.0
5.7,0.29,0.21,1.8,0.023,26.0,168.0,0.9893,3.07,0.54,11.0,8.0
6.4,0.105,0.29,9.7,0.035,49.0,159.0,0.9949,3.28,0.35,10.1,6.0
8.3,0.17,0.37,1.4,0.033,53.0,138.0,0.9949,3.02,0.51,11.1,5.0
7.6,0.16,0.32,6.4,0.031,37.0,151.0,0.99084,3.14,0.39,9.3,4.0
5.1,0.27,0.45,5.1,0.043,23.0,122.0,0.99622,3.38,0.45,12.8,8.0
7.4,0.24,0.33,8.2,0.053,67.0,210.0,0.9963,3.09,0.5,9.4,7.0
6.4,0.35,0.29,8.3,0.05,32.0,164.0,0.99514,3.14,0.6,9.5,6.0
5.9,0.23,0.39,1.5,0.036,20.0,61.0,0.9998,3.25,0.48,12.9,8.0
6.4,0.27,0.31,1.8,0.036,37.0,213.0,0.99096,3.18,0.39,12.4,6.0
7.9,0.16,0.42,12.3,0.033,52.0,187.0,0.99184,2.99,0.47,9.5,6.0
5.5,0.35,0.26,12.9,0.032,61.0,134.0,0.9932,3.17,0.43,9.5,6.0
7.6,0.22,0.49,4.5,0.03,38.0,121.0,0.99636,3.11,0.35,9.3,5.0
7.4,0.25,0.32,5.8,0.044,32.0,164.0,0.99907,3.14,0.5,12.1,5.0
6.3,0.3,0.91,15.1,0.034,36.0,122.0,0.9988,3.38,0.54,11.5,5.0
5.5,0.23,0.32,1.6,0.031,16.0,111.0,0.992,3.25,0.41,10.3,8.0
6.0,0.29,0.21,9.7,0.045,36.0,122.0,0.99658,3.09,0.59,10.5,6.0
6.9,0.35,0.29,1.4,0.036,56.0,115.0,0.9911,3.24,0.4,10.5,6.0
6.8,0.19,0.24,6.3,0.057,41.0,200.0,0.99261,3.04,0.48,10.5,6.0
7.6,0.25,0.32,5.2,0.047,24.0,151.0,0.9941,3.11,0.55,10.5,6.0
5.9,0.55,0.32,5.8,0.041,48.0,224.0,0.99261,3.17,0.55,12.2,6.0
7.7,0.23,0.26,7.8,0.053,30.0,149.0,0.99975,3.13,0.48,12.4,5.0
7.7,0.13,0.34,5.3,0.044,14.0,132.0,0.99437,3.31,0.38,9.4,5.0
7.6,0.27,0.26,14.35,0.053,28.0,100.0,0.9979,3.06,0.48,9.5,5.0
7.9,0.32,0.32,15.6,0.036,28.0,100.0,0.99178,3.29,0.42,9.5,6.0
7.0,0.16,0.37,1.4,0.043,57.0,209.0,0.9942,3.27,0.51,9.2,5.0
5.2,0.27,0.28,4.4,0.047,30.0,148.0,0.9932,3.17,0.47,9.8,8.0
6.1,0.2,0.49,1.5,0.049,32.0,134.0,0.9937,3.29,0.42,9.2,6.0
7.4,0.25,0.3,9.7,0.048,55.0,173.0,0.9932,3.1,0.5,11.5,6.0
7.2,0.25,0.49,1.6,0.028,20.0,142.0,0.9929,3.02,0.54,10.1,6.0
6.9,0.39,0.41,1.5,0.057,9.0,117.0,0.99538,3.0,0.57,10.9666666666667,5.0
6.7,0.35,0.34,1.6,0.043,53.0,138.0,0.99784,3.11,0.5,9.3,6.0
7.9,0.33,0.26,8.2,0.05,52.0,183.0,0.99514,3.14,0.6,9.5,6.0
7.0,0.16,0.26,1.5,0.043,10.0,104.0,0.9942,3.35,0.54,10.1,6.0
6.7,0.18,0.26,1.5,0.043,14.0,132.0,0.9932,3.53,0.5,9.0,5.0
6.0,0.23,0.45,1.5,0.035,20.0,142.0,0.9949,3.36,0.33,9.5,7.0
7.4,0.29,0.29,1.4,0.048,49.0,226.0,0.9937,3.09,0.59,10.5,7.0
6.9,0.18,0.49,10.6,0.048,37.0,151.0,0.9963,3.09,0.41,9.0,6.0
7.5,0.18,0.26,1.5,0.036,49.0,118.0,0.99096,3.32,0.47,10.7,5.0
7.7,0.34,0.21,1.4,0.034,28.0,124.0,0.9898,3.07,0.54,9.3,6.0
6.9,0.25,0.53,1.4,0.048,52.0,173.0,0.9937,3.07,0.5,10.5,6.0
6.4,0.39,0.33,5.8,0.053,33.0,151.0,0.9979,3.29,0.39,9.5,7.0
7.2,0.17,0.34,1.1,0.034,40.0,117.0,0.99109,3.02,0.51,10.7,6.0
6.65,0.22,0.26,1.4,0.043,56.0,115.0,0.99527,3.13,0.35,11.7,5.0
7.0,0.46,0.26,4.7,0.033,30.0,124.0,0.99178,3.32,0.47,12.4,5.0
7.5,0.25,0.53,1.4,0.044,40.0,220.0,0.99383,3.28,0.47,10.7,5.0
7.6,0.29,0.24,4.4,0.036,16.0,104.0,0.99109,3.16,0.39,10.2,7.0
6.4,0.23,0.34,1.5,0.023,9.0,117.0,0.98958,3.18,0.7,9.8,6.0
6.2,0.46,0.26,1.4,0.043,34.0,121.0,0.99658,3.13,0.6,9.2,5.0
6.9,0.27,0.28,10.8,0.042,9.0,117.0,0.9911,3.14,0.42,9.8,6.0
7.6,0.18,0.24,1.4,0.044,64.0,138.0,0.9916,3.52,0.64,11.4,5.0
7.4,0.67,0.26,8.3,0.051,52.0,183.0,0.9911,3.26,0.4,9.5,7.0
7.6,0.105,0.24,1.5,0.045,16.0,99.0,0.99383,3.09,0.57,11.5,7.0
7.3,0.24,0.26,5.8,0.058,43.0,117.0,0.99538,3.14,0.5,10.2,5.0
7.4,0.32,0.29,4.5,0.035,25.0,151.0,0.99178,3.35,0.48,9.8,6.0
6.4,0.25,0.39,8.2,0.058,52.0,196.0,0.9977,3.19,0.5,9.5,6.0
6.4,0.31,0.28,8.2,0.042,41.0,200.0,0.9966,3.14,0.43,9.5,6.0
6.4,0.3,0.49,8.2,0.049,28.0,100.0,0.9949,3.14,0.49,9.5,6.0
7.7,0.17,0.28,5.4,0.042,30.0,149.0,0.99084,3.26,0.4,12.2,6.0
6.6,0.48,0.26,9.3,0.045,66.0,272.0,0.9938,3.15,0.5,9.4,5.0
6.3,0.19,0.49,1.6,0.049,56.0,115.0,0.9941,3.5,0.47,10.7,7.0
5.5,0.27,0.19,6.7,0.047,57.0,161.0,0.99658,3.38,0.66,10.7,8.0
7.6,0.16,0.39,1.9,0.036,53.0,138.0,0.9949,3.25,0.41,12.2,5.0
6.4,0.32,0.26,8.2,0.054,52.0,196.0,0.9956,3.19,0.5,9.5,6.0
6.1,0.32,0.28,1.1,0.036,28.0,124.0,0.9898,3.29,0.42,12.4,7.0
6.6,0.24,0.39,1.6,0.058,23.0,122.0,0.9942,3.3,0.39,10.5,7.0
6.3,0.24,0.49,2.1,0.034,20.0,142.0,0.99684,3.1,0.42,10.5,5.0
7.1,0.17,0.34,1.4,0.032,20.0,124.0,0.99164,2.99,0.47,11.0,6.0
6.4,0.105,0.29,1.1,0.035,74.0,184.0,0.99142,3.17,0.35,11.7,7.0
5.9,0.27,0.26,8.2,0.057,34.0,128.0,0.9949,3.34,0.48,10.5,8.0
7.9,0.39,0.29,5.2,0.053,54.0,166.0,0.99787,3.18,0.57,11.0,4.0
6.4,0.35,0.24,1.8,0.057,61.0,134.0,0.9961,3.01,0.42,9.8,7.0
6.1,0.3,0.49,1.1,0.036,30.0,124.0,0.9914,3.17,0.42,9.3,6.0
6.4,0.53,0.26,2.7,0.053,37.0,151.0,0.98856,3.27,0.4,9.5,5.0
7.0,0.25,0.26,1.8,0.048,53.0,173.0,0.99555,3.38,0.5,9.8,6.0
7.6,0.29,0.29,5.4,0.051,37.0,151.0,0.9966,3.14,0.39,9.2,7.0
7.6,0.26,0.29,4.7,0.048,67.0,210.0,0.99784,3.31,0.6,9.4,6.0
6.4,0.17,0.26,1.5,0.054,32.0,134.0,0.9949,3.32,0.5,10.5,7.0
5.9,0.19,0.21,1.6,0.053,30.0,124.0,0.99658,3.53,0.66,10.5,8.0
7.9,0.3,0.49,2.4,0.049,74.0,184.0,0.9988,3.18,0.3,11.7,6.0
5.9,0.23,0.42,1.0,0.036,28.0,124.0,0.9898,2.99,0.39,12.4,6.0
6.4,0.16,0.26,7.9,0.05,53.0,180.0,0.99538,3.14,0.5,10.5,6.0
6.3,0.19,0.16,1.5,0.046,34.0,134.0,0.99394,3.52,0.66,11.5,7.0
7.4,0.16,0.39,1.4,0.046,53.0,138.0,0.9936,3.25,0.51,11.9,5.0
6.4,0.27,0.32,1.8,0.036,23.0,122.0,0.9911,3.29,0.5,10.7,7.0
5.9,0.35,0.23,5.8,0.057,30.0,117.0,0.99527,3.23,0.42,12.4,4.0
6.4,0.17,0.32,1.6,0.048,31.0,146.0,0.99383,3.4,0.5,10.7,7.0
6.0,0.17,0.26,10.8,0.047,16.0,104.0,0.99622,3.38,0.58,10.9666666666667,5.0
6.8,0.3,0.49,2.9,0.032,36.0,122.0,0.992,3.11,0.49,12.2,6.0
7.2,0.12,0.49,2.4,0.049,30.0,149.0,0.99907,3.13,0.68,9.3,7.0
7.3,0.3,0.49,1.4,0.049,52.0,173.0,0.9937,3.26,0.3,9.5,7.0
6.9,0.22,0.3,8.2,0.065,52.0,196.0,0.9937,3.07,0.5,9.5,6.0
6.4,0.25,0.33,2.9,0.057,52.0,196.0,0.9934,3.02,0.48,9.7,7.0
7.2,0.23,0.45,15.6,0.038,30.0,142.0,0.99059,3.29,0.47,9.2,6.0
7.3,0.17,0.49,1.6,0.036,54.0,166.0,0.9937,3.1,0.51,9.2,7.0
7.6,0.18,0.42,1.5,0.041,33.0,149.0,0.9928,3.11,0.51,9.3,5.0
6.4,0.3,0.14,8.2,0.034,50.0,199.0,0.9949,3.29,0.49,9.5,6.0
7.6,0.35,0.26,5.15,0.051,29.0,142.0,0.99278,3.14,0.4,10.2,5.0
7.4,0.27,0.49,5.4,0.036,21.0,106.0,0.99296,3.52,0.68,10.5,6.0
5.9,0.39,0.42,12.6,0.036,52.0,165.0,0.99084,2.99,0.41,9.5,8.0
7.0,0.22,0.14,1.1,0.034,25.0,168.0,0.99178,3.14,0.35,10.2,7.0
7.3,0.25,0.33,1.4,0.045,52.0,189.0,0.9963,3.36,0.5,9.1,5.0
6.3,0.29,0.41,2.1,0.036,49.0,159.0,0.9916,3.29,0.39,12.2,7.0
7.6,0.25,0.3,1.6,0.043,41.0,107.0,0.9932,3.11,0.51,10.4,4.0
6.0,0.29,0.21,1.4,0.023,34.0,134.0,0.9914,3.22,0.54,10.1,7.0
6.8,0.19,0.28,1.8,0.028,37.0,124.0,0.9911,3.03,0.49,10.9,7.0
7.7,0.19,0.14,1.5,0.048,25.0,168.0,0.9937,3.52,0.66,8.8,7.0
5.9,0.23,0.49,10.3,0.069,33.0,151.0,0.9941,3.29,0.39,9.0,8.0
7.4,0.26,0.24,3.7,0.047,55.0,149.0,0.99383,3.19,0.47,10.8,5.0
7.7,0.12,0.25,2.9,0.057,53.0,148.0,0.9934,3.17,0.48,10.0,5.0
6.7,0.26,0.32,5.2,0.053,53.0,180.0,0.99527,3.22,0.5,10.3,6.0
7.0,0.23,0.24,6.8,0.036,30.0,122.0,0.9911,3.38,0.43,10.1,6.0
7.6,0.29,0.27,10.6,0.051,21.0,145.0,0.99388,3.05,0.57,9.4,5.0
7.0,0.19,0.49,10.8,0.048,49.0,192.0,0.9937,3.09,0.47,9.3,6.0
6.8,0.24,0.26,1.7,0.045,36.0,99.0,0.99216,3.19,0.81,9.5,7.0
7.6,0.24,0.26,8.3,0.045,54.0,184.0,0.9976,3.09,0.41,9.3,4.0
7.3,0.28,0.26,1.4,0.173,36.0,99.0,0.99288,3.27,0.5,9.5,6.0
6.4,0.24,0.26,8.3,0.05,52.0,187.0,0.9937,3.53,0.5,9.5,6.0
6.4,0.27,0.34,1.4,0.048,61.0,134.0,0.9903,3.18,0.51,10.9,7.0
6.4,0.19,0.32,1.4,0.036,74.0,184.0,0.99059,3.16,0.41,11.0,6.0
7.9,0.16,0.14,5.2,0.048,33.0,169.0,0.9936,3.07,0.51,9.2,6.0
7.8,0.29,0.24,7.7,0.053,61.0,209.0,0.9942,3.09,0.39,10.1,5.0
6.3,0.36,0.26,10.8,0.053,25.0,151.0,0.99527,3.14,0.4,10.9666666666667,6.0
6.9,0.27,0.49,7.8,0.048,44.0,140.0,0.9937,3.09,0.42,9.2,5.0
7.9,0.105,0.29,0.4,0.051,23.0,116.0,0.9941,3.46,0.39,10.0,7.0
6.4,0.12,0.26,8.2,0.037,52.0,165.0,0.9969,3.22,0.45,9.8,5.0
6.9,0.3,0.32,1.4,0.036,21.0,95.0,0.99184,3.36,0.3,12.0,6.0
7.5,0.28,0.24,1.3,0.052,23.0,116.0,0.99382,3.24,0.47,10.7,5.0
7.3,0.16,0.74,1.2,0.037,26.0,168.0,0.99684,3.04,0.46,9.2,7.0
7.4,0.23,0.26,1.6,0.047,13.0,132.0,0.9937,3.1,0.47,10.7,5.0
6.4,0.23,0.31,1.1,0.036,52.0,183.0,0.99059,3.17,0.33,9.7,7.0
5.7,0.54,0.29,2.1,0.036,64.0,138.0,0.9908,3.27,0.28,9.3,6.0
5.2,0.24,0.26,2.1,0.043,53.0,182.0,0.99787,3.38,0.5,12.4,8.0
6.9,0.3,0.49,2.4,0.037,32.0,164.0,0.9963,3.15,0.45,9.8,7.0
7.9,0.25,0.33,1.5,0.049,52.0,183.0,0.99168,3.11,0.3,9.5,6.0
7.6,0.105,0.29,1.1,0.035,52.0,173.0,0.9949,3.19,0.55,9.3,4.0
7.6,0.32,0.26,5.4,0.056,37.0,151.0,0.99699,3.21,0.6,9.2,5.0
8.3,0.3,0.7,13.5,0.049,33.0,169.0,0.9979,3.14,0.39,9.5,7.0
6.9,0.29,0.41,16.8,0.032,49.0,224.0,0.9911,3.07,0.4,9.5,6.0
6.4,0.18,0.26,8.3,0.043,52.0,196.0,0.9966,3.18,0.5,9.5,6.0
7.9,0.25,0.3,1.6,0.046,64.0,138.0,0.9941,3.25,0.51,10.0,7.0
6.4,0.18,0.26,7.4,0.023,54.0,173.0,0.9893,3.11,0.54,9.7,7.0
6.4,0.27,0.26,1.6,0.053,17.0,143.0,0.99622,3.15,0.6,9.5,7.0
7.6,0.39,0.74,8.3,0.038,52.0,189.0,0.9911,3.25,0.5,9.3,5.0
7.4,0.39,0.26,1.6,0.053,35.0,152.0,0.9938,3.11,0.47,9.5,6.0
7.0,0.24,0.49,1.6,0.048,32.0,164.0,0.9937,3.21,0.52,9.2,7.0
6.4,0.17,0.35,1.6,0.057,31.0,148.0,0.99658,3.02,0.48,10.5,6.0
7.5,0.3,0.34,1.6,0.049,43.0,117.0,0.9942,3.14,0.49,9.3,6.0
5.9,0.27,0.29,1.4,0.057,25.0,168.0,0.9981,3.53,0.4,10.5,8.0
6.0,0.3,0.42,2.1,0.039,21.0,95.0,0.99658,3.29,0.39,12.4,6.0
7.7,0.17,0.32,2.4,0.048,41.0,200.0,0.9949,3.52,0.5,10.1,6.0
7.2,0.105,0.31,2.1,0.036,30.0,117.0,0.99109,3.22,0.54,10.0,4.0
7.7,0.22,0.26,1.5,0.048,21.0,106.0,0.9963,3.53,0.6,10.9666666666667,6.0
6.8,0.35,0.26,1.4,0.043,21.0,105.0,0.9972,3.07,0.5,10.5,7.0
6.4,0.12,0.49,1.6,0.049,56.0,115.0,0.99975,3.3,0.47,10.7,7.0
7.6,0.29,0.34,1.4,0.048,36.0,99.0,0.9949,3.09,0.59,9.3,7.0
8.3,0.105,0.42,16.8,0.045,50.0,228.0,0.99261,3.09,0.57,9.5,5.0
7.7,0.28,0.35,16.8,0.053,50.0,228.0,0.99296,3.07,0.4,9.5,5.0
7.6,0.28,0.53,10.5,0.054,37.0,213.0,0.9949,3.11,0.45,9.6,5.0
6.0,0.19,0.14,10.3,0.045,55.0,149.0,0.9937,3.38,0.51,10.7,6.0
7.1,0.17,0.32,1.4,0.034,26.0,106.0,0.992,3.1,0.42,10.1,7.0
7.1,0.24,0.29,7.8,0.044,61.0,209.0,0.9911,3.12,0.64,11.1,6.0
6.7,0.17,0.39,1.4,0.048,52.0,209.0,0.9937,3.1,0.5,9.5,7.0
6.4,0.27,0.29,2.4,0.048,30.0,149.0,0.9936,3.1,0.51,9.5,6.0
6.9,0.12,0.32,1.4,0.044,41.0,107.0,0.99784,3.18,0.74,10.5,6.0
6.7,0.18,0.34,9.3,0.043,49.0,226.0,0.9949,3.52,0.5,10.5,7.0
6.4,0.53,0.32,5.8,0.033,24.0,151.0,0.98856,3.18,0.53,9.5,6.0
6.4,0.32,0.86,1.5,0.174,52.0,187.0,0.9938,2.99,0.5,9.3,6.0
6.4,0.32,0.39,1.8,0.048,41.0,107.0,0.9937,3.18,0.6,11.0,6.0
6.4,0.12,0.24,1.0,0.045,27.0,91.0,0.9977,3.52,0.45,10.5,7.0
7.6,0.35,0.29,5.4,0.042,26.0,168.0,0.99178,3.18,0.38,10.4,6.0
6.7,0.54,0.26,11.6,0.173,55.0,149.0,0.99334,3.27,0.7,9.3,5.0
7.3,0.18,0.39,1.4,0.036,30.0,124.0,0.99084,3.29,0.66,11.7,5.0
6.9,0.32,0.39,15.6,0.036,49.0,159.0,0.99184,3.29,0.6,9.3,7.0
7.9,0.19,0.49,10.6,0.049,32.0,134.0,0.9942,3.14,0.47,9.5,6.0
6.4,0.55,0.26,6.4,0.03,50.0,148.0,0.993,3.11,0.33,9.3,5.0
7.6,0.39,0.19,10.6,0.069,26.0,106.0,0.99382,3.14,0.66,10.3,6.0
6.3,0.23,0.25,4.7,0.053,37.0,151.0,0.9963,3.36,0.5,9.4,7.0
7.4,0.26,0.26,12.6,0.053,52.0,213.0,0.9963,3.08,0.5,9.5,7.0
6.4,0.35,0.26,9.7,0.053,47.0,182.0,0.99538,3.12,0.5,9.5,6.0
6.4,0.27,0.26,4.7,0.054,53.0,180.0,0.99096,3.36,0.5,9.5,6.0
7.6,0.3,0.39,1.9,0.048,21.0,105.0,0.99382,3.05,0.59,10.4,7.0
6.4,0.22,0.31,1.8,0.044,22.0,61.0,0.9911,3.11,0.64,10.8,6.0
6.4,0.27,0.26,8.3,0.051,52.0,189.0,0.9911,3.38,0.48,10.1,6.0
7.7,0.22,0.22,15.55,0.211,9.0,122.0,0.99699,3.38,0.55,10.1,4.0
6.2,0.18,0.35,1.4,0.048,32.0,134.0,0.9949,3.22,0.5,9.2,7.0
7.1,0.3,0.34,1.1,0.036,26.0,122.0,0.9908,3.29,0.42,9.3,7.0
6.3,0.39,0.26,7.1,0.12,53.0,182.0,0.9942,3.29,0.39,9.1,6.0
7.9,0.12,0.49,5.4,0.049,24.0,151.0,0.9932,3.14,0.47,9.8,5.0
7.1,0.39,0.26,1.6,0.032,41.0,140.0,0.9941,3.25,0.4,10.1,6.0
6.8,0.27,0.29,10.1,0.036,61.0,209.0,0.9941,3.21,0.48,9.0,6.0
6.3,0.22,0.24,1.8,0.023,25.0,142.0,0.98958,3.18,0.52,11.4,5.0
6.4,0.24,0.26,5.2,0.047,53.0,138.0,0.99527,3.38,0.47,10.7,6.0
7.1,0.27,0.21,1.6,0.057,16.0,111.0,0.99532,3.42,0.42,9.3,6.0
7.7,0.25,0.32,1.6,0.058,52.0,173.0,0.9911,3.29,0.6,9.7,6.0
7.3,0.25,0.3,1.6,0.049,28.0,138.0,0.9941,3.3,0.47,10.7,7.0
7.3,0.17,0.49,1.1,0.036,16.0,104.0,0.9937,3.29,0.42,10.4,7.0
7.4,0.18,0.86,1.4,0.174,17.0,105.0,0.99383,2.92,0.5,10.5,7.0
7.3,0.28,0.28,10.3,0.053,16.0,104.0,0.99555,3.04,0.48,8.8,4.0
6.0,0.18,0.36,10.6,0.048,21.0,106.0,0.9977,3.18,0.51,10.3,6.0
6.4,0.24,0.26,1.3,0.173,32.0,134.0,0.99434,3.08,0.46,9.7,5.0
6.6,0.23,0.26,4.5,0.05,23.0,131.0,0.99084,3.18,0.47,9.0,5.0
6.0,0.22,0.32,11.6,0.036,26.0,106.0,0.99636,3.46,0.35,10.8,6.0
6.4,0.17,0.26,5.15,0.033,36.0,122.0,0.99434,3.38,0.47,9.5,5.0
6.3,0.33,0.86,14.0,0.174,54.0,214.0,0.9949,2.99,0.5,9.4,7.0
6.2,0.19,0.49,10.3,0.036,23.0,122.0,0.99278,3.1,0.41,9.2,6.0
7.4,0.35,0.31,12.0,0.045,52.0,187.0,0.9972,3.09,0.32,9.4,6.0
6.4,0.17,0.26,4.7,0.147,37.0,133.0,0.9932,3.14,0.47,9.5,5.0
6.1,0.25,0.32,15.1,0.057,52.0,173.0,0.9934,3.23,0.41,9.5,5.0
7.0,0.16,0.3,1.5,0.041,32.0,164.0,0.9937,3.21,0.51,9.2,5.0
5.7,0.27,0.26,4.4,0.053,21.0,145.0,0.9955,3.14,0.48,10.5,8.0
6.9,0.16,0.45,7.7,0.053,17.0,111.0,0.99636,2.99,0.35,10.4,6.0
7.7,0.17,0.29,5.2,0.04,21.0,105.0,0.99532,3.11,0.42,10.3,5.0
7.6,0.17,0.34,1.3,0.03,16.0,111.0,0.992,3.31,0.32,10.4,6.0
6.4,0.29,0.37,1.4,0.036,16.0,111.0,0.9908,3.28,0.5,10.5,4.0
7.0,0.25,0.33,3.7,0.032,54.0,173.0,0.99555,3.16,0.4,9.8,5.0
7.1,0.3,0.49,5.1,0.046,26.0,168.0,0.99296,2.94,0.52,9.2,5.0
6.0,0.53,0.16,1.5,0.041,54.0,166.0,0.9937,3.39,0.55,9.7,6.0
7.0,0.17,0.34,1.4,0.048,44.0,140.0,0.9981,3.23,0.4,9.3,4.0
7.3,0.12,0.37,14.2,0.025,55.0,122.0,0.9966,3.05,0.51,10.7,5.0
6.1,0.25,0.39,1.8,0.028,54.0,214.0,0.9898,3.29,0.39,9.4,7.0
6.6,0.32,0.26,2.9,0.06,47.0,146.0,0.9914,3.14,0.6,11.5,5.0
7.3,0.19,0.32,1.5,0.045,30.0,121.0,0.9937,3.38,0.66,11.7,6.0
6.9,0.19,0.49,9.7,0.052,55.0,173.0,0.9966,3.13,0.66,10.9666666666667,7.0
5.9,0.18,0.24,4.7,0.036,30.0,124.0,0.9908,3.1,0.42,11.4,8.0
7.6,0.19,0.49,1.6,0.034,26.0,132.0,0.994,3.42,0.66,10.5,5.0
6.9,0.12,0.32,1.4,0.047,44.0,140.0,0.99784,3.21,0.64,11.0,7.0
6.9,0.28,0.26,3.7,0.047,30.0,117.0,0.99527,3.22,0.47,12.2,6.0
6.1,0.23,0.23,9.3,0.033,40.0,126.0,0.9911,3.36,0.48,9.1,6.0
6.7,0.25,0.3,1.6,0.044,43.0,117.0,0.9938,3.14,0.6,9.1,7.0
8.3,0.33,0.26,11.4,0.042,67.0,210.0,0.99907,3.18,0.68,8.8,5.0
6.3,0.26,0.33,2.9,0.038,52.0,173.0,0.9911,3.29,0.5,9.8,6.0
7.9,0.19,0.49,4.4,0.049,32.0,134.0,0.9932,3.4,0.47,10.8,5.0
6.4,0.32,0.26,6.8,0.053,61.0,209.0,0.99059,3.14,0.4,10.8,5.0
6.8,0.28,0.31,11.8,0.045,61.0,125.0,0.9963,3.09,0.41,9.5,5.0
7.8,0.3,0.49,1.5,0.049,34.0,121.0,0.9916,3.09,0.39,9.3,6.0
7.7,0.26,0.4,1.8,0.042,52.0,196.0,0.9961,3.28,0.4,12.2,6.0
6.6,0.27,0.33,13.5,0.053,55.0,173.0,0.9941,3.25,0.6,9.3,5.0
7.6,0.35,0.29,8.2,0.054,52.0,183.0,0.9966,3.14,0.48,9.4,5.0
7.0,0.3,0.49,9.8,0.057,32.0,134.0,0.9963,3.09,0.42,11.9,6.0
6.0,0.12,0.23,5.0,0.032,16.0,104.0,0.99334,3.36,0.47,12.8,6.0
7.6,0.285,0.26,12.4,0.035,54.0,214.0,0.9895,3.21,0.35,9.5,5.0
7.6,0.18,0.34,5.4,0.048,33.0,152.0,0.99059,3.09,0.57,10.5,6.0
7.1,0.26,0.24,14.35,0.057,38.0,224.0,0.99382,2.99,0.48,9.3,7.0
5.9,0.18,0.24,2.9,0.032,14.0,132.0,0.9932,3.53,0.51,12.1,7.0
6.3,0.22,0.39,1.4,0.032,47.0,146.0,0.9937,3.27,0.4,11.0,6.0
5.5,0.39,0.29,14.35,0.069,37.0,210.0,0.9988,3.26,0.39,9.0,8.0
6.4,0.35,0.28,9.3,0.03,64.0,138.0,0.9932,3.11,0.43,12.4,6.0
7.5,0.3,0.25,1.5,0.037,52.0,173.0,0.9932,3.53,0.51,9.7,6.0
6.7,0.3,0.53,1.4,0.045,30.0,124.0,0.99059,3.07,0.64,9.2,6.0
7.2,0.33,0.21,1.1,0.048,42.0,140.0,0.99096,3.11,0.5,9.0,5.0
6.3,0.16,0.26,8.2,0.049,44.0,140.0,0.99334,3.15,0.47,9.6,5.0
7.6,0.29,0.27,1.9,0.032,64.0,138.0,0.9941,3.25,0.4,12.4,5.0
7.1,0.27,0.74,15.55,0.043,55.0,122.0,0.99388,3.38,0.47,10.3,5.0
7.0,0.1,0.32,14.35,0.033,49.0,192.0,0.9979,3.26,0.48,9.1,7.0
7.6,0.13,0.25,12.4,0.051,12.0,65.0,0.99555,3.04,0.5,9.6,5.0
7.6,0.35,0.31,1.6,0.028,37.0,133.0,0.9942,3.11,0.39,9.3,7.0
7.9,0.33,0.23,5.2,0.047,55.0,149.0,0.9977,3.26,0.47,9.6,5.0
7.2,0.31,0.29,2.4,0.045,48.0,224.0,0.9937,3.1,0.39,9.8,7.0
6.8,0.3,0.28,13.35,0.03,49.0,118.0,0.9928,3.05,0.3,10.8,5.0
6.9,0.24,0.23,10.6,0.041,50.0,228.0,0.992,3.22,0.42,9.4,5.0
7.4,0.3,0.45,10.6,0.053,61.0,209.0,0.99555,3.14,0.6,9.4,5.0
6.9,0.53,0.16,7.9,0.048,54.0,134.0,0.9887,3.02,0.5,10.5,5.0
6.4,0.24,0.24,1.4,0.047,25.0,122.0,0.99437,3.38,0.47,11.1,5.0
6.9,0.3,0.23,9.5,0.057,14.0,132.0,0.99527,3.23,0.42,10.0,6.0
6.1,0.33,0.3,1.5,0.033,42.0,140.0,0.99109,3.36,0.51,10.0,7.0
6.7,0.25,0.29,10.1,0.033,67.0,210.0,0.99555,3.2,0.54,9.5,6.0
6.6,0.32,0.26,1.4,0.147,57.0,161.0,0.99434,3.15,0.47,11.5,6.0
7.9,0.35,0.26,17.85,0.053,30.0,220.0,0.9942,3.28,0.5,9.3,6.0
8.7,0.29,0.26,8.4,0.048,16.0,84.0,0.99288,3.2,0.5,8.8,5.0
6.8,0.23,0.26,1.9,0.052,61.0,134.0,0.9961,3.13,0.47,11.9,6.0
